product_1_star,product_2_star,product_3_star,product_4_star,product_5_star,product_avg_rating,product_img,product_num_reviews,product_url
1%,2%,6%,23%,69%,4.57,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5098/9781509848621.jpg,"878,890 ratings",https://www.bookdepository.com/Nightingale-Kristin-Hannah/9781447283072
1%,3%,15%,33%,48%,4.24,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/8112/9780811217293.jpg,"6,830 ratings",https://www.bookdepository.com/Love-Poems-Pablo-Neruda/9780811217293
0%,0%,40%,20%,40%,4,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5248/9781524869892.jpg,20 ratings,https://www.bookdepository.com/Playing-with-Matches-Michael-Faudet/9781524869892
1%,2%,9%,14%,74%,4.59,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4494/9781449493295.jpg,176 ratings,https://www.bookdepository.com/Anthology-Love-Lang-Leav/9781449493295
0%,5%,12%,16%,67%,4.47,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/5784/9780578451169.jpg,43 ratings,https://www.bookdepository.com/Love-Poems-No-One-N-R-Hart/9780578451169
2%,2%,12%,35%,48%,4.25,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5248/9781524868864.jpg,48 ratings,https://www.bookdepository.com/Gift-Everything-Lang-Leav/9781524868864
2%,5%,19%,33%,41%,4.04,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/4512/9780451208637.jpg,"135,748 ratings",https://www.bookdepository.com/Divine-Comedy-Dante-Alighieri/9780451208637
0%,5%,5%,19%,71%,4.57,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9788/7939/9788793972025.jpg,21 ratings,https://www.bookdepository.com/orchid-K-Tolnoe/9788793972025
0%,1%,9%,35%,54%,4.42,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/5255/9780525560562.jpg,"29,980 ratings",https://www.bookdepository.com/Hood-Feminism-Mikki-Kendall/9781526622709
1%,2%,12%,35%,50%,4.32,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7195/9780719564475.jpg,"6,582 ratings",https://www.bookdepository.com/Great-Game-Peter-Hopkirk/9780719564475
4%,4%,14%,32%,46%,4.12,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2419/9780241968215.jpg,"69,016 ratings",https://www.bookdepository.com/Guns-August-Barbara-W-Tuchman/9780345476098
0%,10%,0%,60%,30%,4.1,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3002/9780300255959.jpg,10 ratings,https://www.bookdepository.com/Spymaster-Helen-Fry/9780300255959
2%,2%,14%,25%,57%,4.34,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/4862/9780486280240.jpg,56 ratings,https://www.bookdepository.com/Secret-Garden-Frances-Hodgson-Burnett/9781853261046
2%,2%,22%,38%,35%,4.02,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4746/9781474607063.jpg,94 ratings,https://www.bookdepository.com/Story-Britain-Sir-Roy-Strong/9781474607063
1%,1%,12%,36%,49%,4.32,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5067/9781506700403.jpg,"5,186 ratings",https://www.bookdepository.com/Legend-Korra-Turf-Wars-Part-Two-Michael-Dante-DiMartino/9781506700403
0%,0%,0%,33%,67%,4.67,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/5933/9780593377314.jpg,6 ratings,https://www.bookdepository.com/Avatar-Last-Airbender-1-Avatar-Last-Airbender-Random-House/9780593377314
1%,3%,10%,31%,54%,4.35,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4447/9781444775815.jpg,"708,779 ratings",https://www.bookdepository.com/Man-Called-Ove-Fredrik-Backman/9781444775815
1%,2%,12%,38%,47%,4.28,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0626/9780062654199.jpg,"331,621 ratings",https://www.bookdepository.com/Alice-Network-Kate-Quinn/9780062654199
1%,2%,8%,29%,60%,4.46,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0995/9780099511021.jpg,"1,068,011 ratings",https://www.bookdepository.com/Educated-Tara-Westover/9780099511021
2%,4%,13%,30%,51%,4.24,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2240/9780224074414.jpg,"58,419 ratings",https://www.bookdepository.com/Twenty-Love-Poems-Pablo-Neruda/9780224074414
1%,3%,15%,37%,44%,4.21,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4472/9781447265375.jpg,"171,187 ratings",https://www.bookdepository.com/Winter-Garden-Kristin-Hannah/9781447265375
3%,3%,7%,33%,55%,4.34,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9886/9781988648057.jpg,73 ratings,https://www.bookdepository.com/Hearticulations-Jeff-Brown/9781988648057
0%,2%,5%,18%,75%,4.65,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4215/9781421596921.jpg,446 ratings,https://www.bookdepository.com/Tokyo-Ghoul-Illustrations-zakki-Sui-Ishida/9781421596921
1%,2%,13%,36%,47%,4.26,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/4650/9780465067978.jpg,741 ratings,https://www.bookdepository.com/Race-Culture-Thomas-Sowell/9780465067978
0%,1%,9%,40%,50%,4.39,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5290/9781529064131.jpg,150 ratings,https://www.bookdepository.com/Maybe-I-Dont-Belong-Here-David-Harewood/9781529064131
1%,4%,15%,35%,46%,4.21,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/8047/9780804710138.jpg,300 ratings,https://www.bookdepository.com/Peasants-into-Frenchmen-Eugen-Weber/9780804710138
0%,0%,13%,24%,62%,4.49,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/4862/9780486296340.jpg,45 ratings,https://www.bookdepository.com/Little-Women-Louisa-May-Alcott/9780147514011
0%,0%,0%,0%,100%,5,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7023/9780702302411.jpg,2 ratings,https://www.bookdepository.com/Ireland-People-Places-Stories-Rachel-Pierce/9780702302411
0%,8%,10%,32%,50%,4.24,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/4862/9780486203027.jpg,50 ratings,https://www.bookdepository.com/Handbook-Ornament-Franz-Meyer/9780486203027
0%,0%,6%,38%,56%,4.5,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/4862/9780486293721.jpg,34 ratings,https://www.bookdepository.com/Uncle-Wiggily-Bedtime-Stories-Howard-R-Garis/9780486293721
3%,6%,12%,35%,44%,4.12,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/4862/9780486296982.jpg,34 ratings,https://www.bookdepository.com/Victorian-Goods-Merchandise-Carol-Belanger-Grafton/9780486296982
0%,8%,0%,58%,33%,4.17,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7610/9781761043277.jpg,12 ratings,https://www.bookdepository.com/Let-Go-Hugh-van-Cuylenburg/9781761043277
1%,3%,14%,38%,44%,4.2,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6180/9780618057047.jpg,"1,897 ratings",https://www.bookdepository.com/Selected-Poems-Anne-Sexton-Anne-Sexton/9780618057047
2%,6%,20%,33%,39%,4.01,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5565/9781556591600.jpg,"3,872 ratings",https://www.bookdepository.com/Book-Questions-Pablo-Neruda/9781556591600
1%,4%,17%,36%,42%,4.12,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4472/9781447229537.jpg,"287,299 ratings",https://www.bookdepository.com/Firefly-Lane-Kristin-Hannah/9781447229537
1%,2%,12%,38%,47%,4.3,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4736/9781473695993.jpg,"48,695 ratings",https://www.bookdepository.com/Brief-Answers-Big-Questions-Stephen-Hawking/9781473695993
3%,8%,19%,21%,49%,4.05,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3382/9781338298956.jpg,243 ratings,https://www.bookdepository.com/Riverdale-High-Student-Handbook-Scholastic/9781338298956
0%,6%,24%,42%,28%,3.92,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/8365/9783836505178.jpg,123 ratings,https://www.bookdepository.com/Abstract-Expressionism-Barbara-Hess/9783836505178
4%,4%,14%,32%,46%,4.12,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2419/9780241968215.jpg,"69,016 ratings",https://www.bookdepository.com/Guns-August-Barbara-W-Tuchman/9780345476098
0%,2%,5%,18%,75%,4.65,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4215/9781421596921.jpg,446 ratings,https://www.bookdepository.com/Tokyo-Ghoul-Illustrations-zakki-Sui-Ishida/9781421596921
0%,0%,21%,50%,29%,4.07,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/4862/9780486253787.jpg,14 ratings,https://www.bookdepository.com/Baroque-Ornament-Designs-Jacques-Stella/9780486253787
1%,4%,17%,25%,52%,4.24,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/4484/9780448400907.jpg,"1,059 ratings",https://www.bookdepository.com/Uncle-Wiggilys-Story-Book-Howard-Garis/9780448400907
1%,4%,19%,33%,43%,4.13,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7825/9781782501183.jpg,"11,597 ratings",https://www.bookdepository.com/Illustrated-Treasury-Hans-Christian-Andersens-Fairy-Tales-Hans-Christian-Andersen/9781782501183
0%,2%,14%,42%,41%,4.22,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7864/9781786498892.jpg,"2,276 ratings",https://www.bookdepository.com/How-Death-Becomes-Life-Joshua-Mezrich/9781786498892
1%,3%,18%,33%,44%,4.16,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/4862/9780486288499.jpg,"1,287 ratings",https://www.bookdepository.com/Old-Mother-West-Wind-Thornton-W-Burgess/9780486288499
1%,5%,25%,42%,27%,3.88,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/2500/9781250083180.jpg,"4,135 ratings",https://www.bookdepository.com/Man-Who-Couldnt-Stop-David-Adam/9781250083180
0%,1%,6%,30%,62%,4.53,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7874/9781787465961.jpg,"1,278 ratings",https://www.bookdepository.com/Limitless-Autobiography-Tim-Peake/9781787465961
1%,4%,18%,40%,36%,4.06,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2414/9780241435144.jpg,"2,350 ratings",https://www.bookdepository.com/Foucault-Reader-Michel-Foucault/9780241435144
3%,4%,12%,27%,54%,4.27,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8532/9781853260001.jpg,"3,428,677 ratings",https://www.bookdepository.com/Pride-Prejudice-Jane-Austen/9780141199078
1%,2%,12%,32%,54%,4.35,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8212/9780821220801.jpg,"2,498 ratings",https://www.bookdepository.com/Odes-Common-Things-Pablo-Neruda/9780821220801
1%,3%,14%,38%,44%,4.2,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2414/9780241460399.jpg,"1,895 ratings",https://www.bookdepository.com/Mercies-Anne-Sexton/9780241460399
2%,3%,14%,36%,45%,4.19,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/8575/9780857501004.jpg,"359,556 ratings",https://www.bookdepository.com/Brief-History-Time-Stephen-Hawking/9780857501004
0%,0%,20%,40%,40%,4.2,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/5202/9780520288249.jpg,5 ratings,https://www.bookdepository.com/Drawing-Line-Christina-Bryan-Rosenberger/9780520288249
0%,4%,19%,32%,44%,4.15,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2260/9780226074061.jpg,232 ratings,https://www.bookdepository.com/Mark-Rothko-James-E-B-Breslin/9780226074061
0%,0%,6%,38%,56%,4.5,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/4862/9780486293721.jpg,34 ratings,https://www.bookdepository.com/Uncle-Wiggily-Bedtime-Stories-Howard-R-Garis/9780486293721
0%,0%,0%,0%,100%,5,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/7913/9783791358628.jpg,1 rating,https://www.bookdepository.com/Jack-Whitten-Udo-Kittelmann/9783791358628
0%,0%,0%,0%,100%,5,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4063/9781406356939.jpg,1 rating,https://www.bookdepository.com/Great-Expectations-Marcia-Williams/9781406356939
0%,4%,21%,31%,44%,4.13,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/4864/9780486401003.jpg,239 ratings,https://www.bookdepository.com/Lightfoot-Deer-Thornton-W-Burgess/9780486401003
4%,4%,13%,24%,55%,4.22,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8442/9781844281695.jpg,"29,376 ratings",https://www.bookdepository.com/Dot-Peter-H-Reynolds/9781844281695
2%,3%,14%,28%,54%,4.27,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8412/9781841215655.jpg,"28,625 ratings",https://www.bookdepository.com/Giraffes-Cant-Dance-Giles-Andreae/9781841215655
2%,4%,23%,32%,39%,4.02,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/4862/9780486278186.jpg,241 ratings,https://www.bookdepository.com/Adventures-Poor-Mrs-Quack-Thornton-W-Burgess/9780486278186
3%,4%,16%,38%,40%,4.09,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3757/9780375727207.jpg,"37,532 ratings",https://www.bookdepository.com/Fabric-Cosmos-B-Greene/9780375727207
0%,0%,25%,25%,50%,4.25,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/8232/9780823279951.jpg,4 ratings,https://www.bookdepository.com/Portrait-Jean-Luc-Nancy/9780823279951
0%,0%,40%,20%,40%,4,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/6923/9780692378694.jpg,5 ratings,https://www.bookdepository.com/Observations-on-W-D-Gann-Vol-1-Awodele/9780692378694
0%,3%,16%,46%,34%,4.11,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0082/9780008210038.jpg,"1,810 ratings",https://www.bookdepository.com/Forces-Nature-Professor-Brian-Cox/9780008210038
0%,2%,8%,44%,45%,4.33,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2412/9780241235874.jpg,244 ratings,https://www.bookdepository.com/Our-Universe-Jo-Dunkley/9780241235874
0%,4%,13%,40%,43%,4.23,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/6911/9780691195780.jpg,83 ratings,https://www.bookdepository.com/Little-Book-Cosmology-Lyman-Page/9780691195780
5%,5%,14%,28%,49%,4.11,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/4159/9780415922227.jpg,"4,046 ratings",https://www.bookdepository.com/Maps-Meaning-Jordan-B-Peterson/9780415922227
2%,4%,14%,31%,48%,4.19,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/6797/9780679723004.jpg,"19,392 ratings",https://www.bookdepository.com/Book-on-Taboo-Against-Knowing-Who-You-Are-Alan-Watts/9780285638532
1%,1%,13%,44%,42%,4.26,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7876/9781787632639.jpg,162 ratings,https://www.bookdepository.com/Rutherford-Frys-Complete-Guide-Absolutely-Everything-Abridged-Adam-Rutherford/9781787632639
0%,0%,0%,0%,100%,5,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7843/9781784351083.jpg,9 ratings,https://www.bookdepository.com/Havamal-Runes-Norse-English-Smundur-Sigfusson/9781784351083
9%,3%,12%,32%,44%,4,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/8048/9780804843164.jpg,34 ratings,https://www.bookdepository.com/Chinese-Art-Patricia-Bjaaland-Welch/9780804843164
0%,7%,0%,47%,47%,4.33,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9258/9781925884050.jpg,15 ratings,https://www.bookdepository.com/Journey-Into-Dreamtime-Munya-Andrews/9781925884050
3%,5%,16%,36%,40%,4.05,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/4864/9780486405506.jpg,300 ratings,https://www.bookdepository.com/Blacky-Crow-Thornton-W-Burgess/9780486405506
4%,4%,13%,24%,55%,4.22,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7636/9780763619619.jpg,"29,371 ratings",https://www.bookdepository.com/Dot-Peter-H-Reynolds/9781844281695
2%,3%,14%,28%,54%,4.27,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8412/9781841215655.jpg,"28,625 ratings",https://www.bookdepository.com/Giraffes-Cant-Dance-Giles-Andreae/9781841215655
2%,0%,2%,8%,88%,4.81,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7636/9780763663278.jpg,132 ratings,https://www.bookdepository.com/Peter-Reynolds-Creatrilogy-Box-Set-Dot-Ish-Sky-Color-Peter-H-Reynolds/9780763663278
1%,3%,25%,35%,36%,4.01,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/4862/9780486296463.jpg,239 ratings,https://www.bookdepository.com/Adventures-Old-Man-Coyote-Thornton-W-Burgess/9780486296463
2%,4%,18%,36%,40%,4.09,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4022/9781402255441.jpg,"2,394 ratings",https://www.bookdepository.com/Girl-Who-Never-Made-Mistakes-Gary-Rubinstein/9781402255441
1%,3%,19%,37%,40%,4.13,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/4862/9780486278179.jpg,313 ratings,https://www.bookdepository.com/Adventures-Jerry-Muskrat-Thornton-W-Burgess/9780486278179
0%,2%,13%,36%,47%,4.28,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7636/9780763623456.jpg,"2,609 ratings",https://www.bookdepository.com/Sky-Color-Peter-H-Reynolds/9780763623456
0%,2%,15%,45%,38%,4.19,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2413/9780241333907.jpg,134 ratings,https://www.bookdepository.com/Road-Conscious-Machines-Michael-Wooldridge/9780241333907
1%,2%,12%,42%,43%,4.26,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2413/9780241361634.jpg,695 ratings,https://www.bookdepository.com/This-Is-Shakespeare-Emma-Smith/9780241361634
1%,0%,2%,13%,84%,4.78,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5248/9781524854539.jpg,85 ratings,https://www.bookdepository.com/Believe-Your-Own-Magic-Amanda-Lovelace/9781524854539
0%,0%,33%,33%,33%,4,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2412/9780241285565.jpg,3 ratings,https://www.bookdepository.com/What-We-Really-Do-All-Day-Jonathan-Gershuny/9780241285565
2%,4%,14%,33%,48%,4.21,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5928/9781592858491.jpg,"144,787 ratings",https://www.bookdepository.com/Gifts-Imperfection-Brene-Brown/9781592858491
0%,1%,12%,41%,45%,4.29,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0081/9780008125080.jpg,"3,738 ratings",https://www.bookdepository.com/Human-Universe-Professor-Brian-Cox/9780008125080
5%,9%,18%,26%,42%,3.92,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5947/9781594771194.jpg,381 ratings,https://www.bookdepository.com/Shamanic-Way-Bee-Simon-Buxton/9781594771194
0%,5%,13%,26%,56%,4.33,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/4862/9780486242613.jpg,39 ratings,https://www.bookdepository.com/Fifty-Favourite-Birds-Colouring-Book-Lisa-Bonforte/9780486242613
0%,8%,18%,38%,37%,4.03,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8777/9780877736875.jpg,144 ratings,https://www.bookdepository.com/Cultivating-Stillness-Eva-Wong/9780877736875
0%,7%,0%,47%,47%,4.33,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9258/9781925884050.jpg,15 ratings,https://www.bookdepository.com/Journey-Into-Dreamtime-Munya-Andrews/9781925884050
4%,4%,16%,26%,51%,4.17,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5914/9781591431756.jpg,192 ratings,https://www.bookdepository.com/Secrets-Aboriginal-Healing-Gary-Holz/9781591431756
0%,0%,0%,0%,100%,5,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7885/9781788548144.jpg,1 rating,https://www.bookdepository.com/Athens-Bruce-Clark/9781788548144
0%,10%,10%,40%,40%,4.1,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5883/9781588395719.jpg,10 ratings,https://www.bookdepository.com/How-Read-Chinese-Ceramics-Denise-Patry-Leidy/9781588395719
4%,4%,13%,24%,55%,4.22,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8442/9781844281695.jpg,"29,376 ratings",https://www.bookdepository.com/Dot-Peter-H-Reynolds/9781844281695
2%,2%,10%,32%,54%,4.34,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5914/9781591473145.jpg,"1,530 ratings",https://www.bookdepository.com/What-Do-When-You-Worry-Too-Much-Dawn-Huebner/9781591473145
2%,3%,11%,23%,62%,4.4,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/9960/9780996099936.jpg,"5,152 ratings",https://www.bookdepository.com/Have-You-Filled-Bucket-Today-Carol-McCloud/9780996099936
1%,5%,18%,35%,41%,4.1,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7636/9780763641320.jpg,913 ratings,https://www.bookdepository.com/Kick-Head-Paul-B-Janeczko/9780763641320
1%,4%,20%,29%,47%,4.17,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1520/9780152001186.jpg,"15,595 ratings",https://www.bookdepository.com/Mouse-Paint-Ellen-Stoll-Walsh/9780152001186
0%,1%,8%,25%,66%,4.56,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9432/9781943200733.jpg,"1,769 ratings",https://www.bookdepository.com/What-Do-You-Do-with-Chance-Kobi-Yamada/9781943200733
0%,3%,18%,39%,39%,4.14,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3161/9780316114912.jpg,"1,217 ratings",https://www.bookdepository.com/Art-Patrick-McDonnell/9780316114912
0%,1%,9%,28%,62%,4.49,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7023/9780702308390.jpg,"1,564 ratings",https://www.bookdepository.com/Say-Something-PB-Peter-H-Reynolds/9780702308390
2%,3%,15%,27%,52%,4.25,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7211/9781721151264.jpg,517 ratings,https://www.bookdepository.com/Advanced-Techniques-Day-Trading-Andrew-Aziz/9781721151264
7%,7%,9%,28%,49%,4.05,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/1184/9781118445600.jpg,43 ratings,https://www.bookdepository.com/Visual-Guide-Elliott-Wave-Trading-Wayne-Gorman/9781118445600
0%,2%,16%,41%,41%,4.2,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4262/9781426221774.jpg,"1,403 ratings",https://www.bookdepository.com/Cosmic-Queries-Neil-Degrasse-Tyson/9781426221774
0%,10%,20%,30%,40%,4,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3878/9780387848235.jpg,10 ratings,https://www.bookdepository.com/First-Soviet-Cosmonaut-Team-Colin-Burgess/9780387848235
6%,4%,8%,33%,49%,4.16,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/2502/9781250237811.jpg,51 ratings,https://www.bookdepository.com/Mindful-Witch-Jenn-Stevens/9781250237811
0%,0%,14%,57%,29%,4.14,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5883/9781588396303.jpg,7 ratings,https://www.bookdepository.com/How-Read-Islamic-Calligraphy-Maryam-Ekhtiar/9781588396303
0%,0%,13%,45%,42%,4.28,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3001/9780300141870.jpg,53 ratings,https://www.bookdepository.com/How-Read-Chinese-Paintings-Maxwell-K-Hearn/9780300141870
0%,0%,0%,67%,33%,4.33,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3002/9780300204315.jpg,3 ratings,https://www.bookdepository.com/Passions-Jean-Baptiste-Carpeaux-James-David-Draper/9780300204315
0%,0%,9%,22%,69%,4.59,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3001/9780300191806.jpg,32 ratings,https://www.bookdepository.com/Photography-American-Civil-War-Jeff-L-Rosenheim/9780300191806
1%,5%,20%,34%,40%,4.06,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0625/9780062503732.jpg,"5,041 ratings",https://www.bookdepository.com/Way-Shaman-Michael-J-Harner/9780062503732
4%,4%,13%,24%,55%,4.22,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7636/9780763619619.jpg,"29,371 ratings",https://www.bookdepository.com/Dot-Peter-H-Reynolds/9781844281695
4%,7%,21%,24%,46%,4.01,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4494/9781449432508.jpg,136 ratings,https://www.bookdepository.com/Robot-Book-Heather-Brown/9781449432508
2%,2%,10%,29%,57%,4.36,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/5458/9780545865029.jpg,"4,008 ratings",https://www.bookdepository.com/Word-Collector-Peter-H-Reynolds/9780702308383
2%,3%,15%,27%,52%,4.25,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7211/9781721151264.jpg,517 ratings,https://www.bookdepository.com/Advanced-Techniques-Day-Trading-Andrew-Aziz/9781721151264
1%,3%,10%,25%,61%,4.41,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/9723/9780972394642.jpg,"5,085 ratings",https://www.bookdepository.com/One-Kathryn-Otoshi/9780972394642
