product_1_star,product_2_star,product_3_star,product_4_star,product_5_star,product_avg_rating,product_img,product_num_reviews,product_url
28,8,16,68,399,4.4,//s3-eu-west-1.amazonaws.com/tpd/screenshots/4f77d05c0000640005141260/198x149.png,519,https://www.trustpilot.com/review/yessstyle.com
66,10,18,52,403,4.4,//s3-eu-west-1.amazonaws.com/tpd/logos/5ea829cc646e190001555b2d/0x0.png,549,https://www.trustpilot.com/review/oceanandcompany.com
56,12,10,25,211,4.4,//s3-eu-west-1.amazonaws.com/tpd/logos/4be526260000640005091b32/0x0.png,314,https://www.trustpilot.com/review/www.urbanog.com
0,0,0,0,13,4.5,//s3-eu-west-1.amazonaws.com/tpd/screenshots/491796c7000064000503e333/198x149.png,13,https://www.trustpilot.com/review/www.debebians.com
12,2,8,31,425,4.4,//s3-eu-west-1.amazonaws.com/tpd/screenshots/49179630000064000503e0ea/198x149.png,478,https://www.trustpilot.com/review/www.tungstenworld.com
91,36,58,112,613,4.4,//s3-eu-west-1.amazonaws.com/tpd/screenshots/4be080be0000640005078721/198x149.png,910,https://www.trustpilot.com/review/www.bodycandy.com
106,29,21,38,727,4.4,//s3-eu-west-1.amazonaws.com/tpd/logos/59545dd30000ff0005a591c2/0x0.png,921,https://www.trustpilot.com/review/jamesallen.com
6,4,7,10,80,4.4,//s3-eu-west-1.amazonaws.com/tpd/logos/5deadfcd31cfbb0001404398/0x0.png,107,https://www.trustpilot.com/review/jewelry-outlet.com
0,0,1,0,13,4.5,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5942d4830000ff0005a4a6bc/198x149.png,14,https://www.trustpilot.com/review/isabellacelini.com
0,0,0,0,15,4.5,//s3-eu-west-1.amazonaws.com/tpd/logos/5f497888f852160001ad2163/0x0.png,15,https://www.trustpilot.com/review/orlovajewellery.com
0,0,0,0,15,4.5,//s3-eu-west-1.amazonaws.com/tpd/logos/5984804f0000ff0005a82102/0x0.png,15,https://www.trustpilot.com/review/leodaniels.com
0,0,0,2,15,4.5,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/53bc57310000640005790e0f/198x149.png,17,https://www.trustpilot.com/review/couplez.com
1,0,1,2,18,4.4,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5419877100006400057a6133/198x149.png,22,https://www.trustpilot.com/review/toocutebeads.com
16,6,10,19,148,4.3,//s3-eu-west-1.amazonaws.com/tpd/logos/5fd8e2c493134b00019a70b1/0x0.png,199,https://www.trustpilot.com/review/projecthoneybees.com
14,6,4,3,113,4.3,//s3-eu-west-1.amazonaws.com/tpd/logos/5ad10ef6618f9c0001ba6e9b/0x0.png,140,https://www.trustpilot.com/review/www.gagediamonds.com
28,8,5,11,323,4.3,//s3-eu-west-1.amazonaws.com/tpd/logos/59563d750000ff0005a5abdc/0x0.png,375,https://www.trustpilot.com/review/authenticwatches.com
4,690,697,1,220,5,987,34,278,4.3,//s3-eu-west-1.amazonaws.com/tpd/logos/60d348d62689b70001d76975/0x0.png,46,872,https://www.trustpilot.com/review/myka.com
85,19,36,47,495,4.3,//s3-eu-west-1.amazonaws.com/tpd/logos/5d19e18febd5130001c36718/0x0.png,682,https://www.trustpilot.com/review/shineon.com
152,29,32,124,1,608,4.3,//s3-eu-west-1.amazonaws.com/tpd/screenshots/4bf272cc00006400050cce6f/198x149.png,1,945,https://www.trustpilot.com/review/www.1stdibs.com
0,0,0,0,10,4.4,//s3-eu-west-1.amazonaws.com/tpd/logos/5fa3fc4c263f0b0001b6ac63/0x0.png,10,https://www.trustpilot.com/review/amberhandmade.com
0,0,0,0,11,4.4,//s3-eu-west-1.amazonaws.com/tpd/screenshots/4a21e51e00006400050448b9/198x149.png,11,https://www.trustpilot.com/review/www.weddingbandswholesale.com
0,0,0,0,11,4.4,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5d8a17e4cf31340001187b70/198x149.png,11,https://www.trustpilot.com/review/credjewellery.com
0,0,0,0,11,4.4,//s3-eu-west-1.amazonaws.com/tpd/logos/603d8eb670c83a0001734e9b/0x0.png,11,https://www.trustpilot.com/review/quickfundz.com
0,0,0,1,10,4.4,//s3-eu-west-1.amazonaws.com/tpd/logos/5f5127a8254c5300017b4f04/0x0.png,11,https://www.trustpilot.com/review/annharringtonjewelry.com
0,0,0,0,11,4.4,//s3-eu-west-1.amazonaws.com/tpd/logos/5fd02dd8aaccf50001859d94/0x0.png,11,https://www.trustpilot.com/review/nunchius.com
0,0,0,0,12,4.4,//s3-eu-west-1.amazonaws.com/tpd/screenshots/4be010a70000640005074941/198x149.png,12,https://www.trustpilot.com/review/www.ajediam.com
0,0,0,0,12,4.4,//s3-eu-west-1.amazonaws.com/tpd/logos/5898b77e0000ff00059c32e2/0x0.png,12,https://www.trustpilot.com/review/estatediamondjewelry.com
0,0,0,1,11,4.4,//s3-eu-west-1.amazonaws.com/tpd/logos/612621ab1cde02001df0eeae/0x0.png,12,https://www.trustpilot.com/review/divonlondon.com
23,9,8,26,214,4.3,//s3-eu-west-1.amazonaws.com/tpd/logos/5901aa630000ff0005a14f28/0x0.png,280,https://www.trustpilot.com/review/kingwill.com
9,3,3,2,46,4.3,//s3-eu-west-1.amazonaws.com/tpd/logos/5eb5dc11feb5290001c5a87f/0x0.png,63,https://www.trustpilot.com/review/cubebik.com
1,0,0,1,17,4.4,//s3-eu-west-1.amazonaws.com/tpd/screenshots/60e1f36e1a49880001f1dbee/198x149.png,19,https://www.trustpilot.com/review/dezros.com
0,0,0,0,13,4.4,//s3-eu-west-1.amazonaws.com/tpd/logos/5fa29718f932580001844dbf/0x0.png,13,https://www.trustpilot.com/review/www.eternate.com
7,0,1,1,3,4.3,//s3-eu-west-1.amazonaws.com/tpd/screenshots/4e26dce80000640005104896/198x149.png,12,https://www.trustpilot.com/review/mcbub.com
0,1,0,0,13,4.3,//s3-eu-west-1.amazonaws.com/tpd/logos/6169af61a308ed001d650929/0x0.png,14,https://www.trustpilot.com/review/gracevon.com
3,0,0,0,16,4.3,//s3-eu-west-1.amazonaws.com/tpd/logos/5fc81d708f14430001f4a97a/0x0.png,19,https://www.trustpilot.com/review/elevatedfaith.com
4,0,0,1,17,4.3,https://businessunitprofile-cdn.trustpilot.net/businessunitprofile-consumersite/public/default-business-unit-image-118x89.svg,22,https://www.trustpilot.com/review/joyamojewelry.com
0,0,0,0,7,4.3,//s3-eu-west-1.amazonaws.com/tpd/logos/5dcae94fe8ac2a00013aa555/0x0.png,7,https://www.trustpilot.com/review/lacostaorganicjewelry.com
0,0,0,0,7,4.3,//s3-eu-west-1.amazonaws.com/tpd/logos/5e8a69f401c8d800012b1eb2/0x0.png,7,https://www.trustpilot.com/review/imaejewelry.com
0,0,0,0,7,4.3,//s3-eu-west-1.amazonaws.com/tpd/logos/608daa5eef7ebc0001bf717f/0x0.png,7,https://www.trustpilot.com/review/skull-faction.com
0,0,0,0,7,4.3,https://businessunitprofile-cdn.trustpilot.net/businessunitprofile-consumersite/public/default-business-unit-image-118x89.svg,7,https://www.trustpilot.com/review/laclassy.com
0,0,0,1,7,4.3,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5b4d314d8896fe0001064ff8/198x149.png,8,https://www.trustpilot.com/review/eravos.com
0,0,0,0,8,4.3,//s3-eu-west-1.amazonaws.com/tpd/logos/60c5968d9fbc750001bcdf1b/0x0.png,8,https://www.trustpilot.com/review/anellopy.com
0,0,0,0,8,4.3,//s3-eu-west-1.amazonaws.com/tpd/logos/5ae065ce11fc8800010e2dce/0x0.png,8,https://www.trustpilot.com/review/www.bocajnarima.com
0,0,0,0,9,4.3,//s3-eu-west-1.amazonaws.com/tpd/logos/5fa556fc7a75260001329314/0x0.png,9,https://www.trustpilot.com/review/ebuying.us
0,0,0,0,9,4.3,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/55005f070000ff00057dfbdf/198x149.png,9,https://www.trustpilot.com/review/idiamonds.com
0,0,0,0,9,4.3,//s3-eu-west-1.amazonaws.com/tpd/logos/5f35004bdde2e80001733399/0x0.png,9,https://www.trustpilot.com/review/iconicjewelry.com
3,0,0,0,23,4.3,//s3-eu-west-1.amazonaws.com/tpd/logos/616efe309536e5e02be20bb3/0x0.png,26,https://www.trustpilot.com/review/glitterbykatewild.com
0,0,0,0,9,4.3,//s3-eu-west-1.amazonaws.com/tpd/logos/610d4ded798657001c11560c/0x0.png,9,https://www.trustpilot.com/review/guidinglightsboutique.com
0,0,0,3,9,4.3,//s3-eu-west-1.amazonaws.com/tpd/screenshots/565366960000ff000585de8c/198x149.png,12,https://www.trustpilot.com/review/bellabridalandheirlooms.com
0,0,0,0,7,4.3,//s3-eu-west-1.amazonaws.com/tpd/logos/604e446feab36f00019be84e/0x0.png,7,https://www.trustpilot.com/review/divinafinejewelry.com
0,0,0,1,9,4.3,//s3-eu-west-1.amazonaws.com/tpd/logos/6056361263dde300012d9f75/0x0.png,10,https://www.trustpilot.com/review/orhue.com
0,0,0,0,9,4.3,//s3-eu-west-1.amazonaws.com/tpd/screenshots/55352e400000ff00057ee30e/198x149.png,9,https://www.trustpilot.com/review/steffansjewelers.com
0,0,0,0,7,4.3,//s3-eu-west-1.amazonaws.com/tpd/logos/5fcd6199b4981d00015772c6/0x0.png,7,https://www.trustpilot.com/review/vibemade.com
0,0,0,1,6,4.2,//s3-eu-west-1.amazonaws.com/tpd/logos/5c1e709b0c033900013a8417/0x0.png,7,https://www.trustpilot.com/review/sweetheartwings.com
0,0,0,0,7,4.3,https://businessunitprofile-cdn.trustpilot.net/businessunitprofile-consumersite/public/default-business-unit-image-118x89.svg,7,https://www.trustpilot.com/review/www.eozy.com
0,0,0,0,6,4.2,//s3-eu-west-1.amazonaws.com/tpd/logos/5cb65db57142f60001738b1d/0x0.png,6,https://www.trustpilot.com/review/eterneva.com
2,1,0,0,4,4.2,//s3-eu-west-1.amazonaws.com/tpd/screenshots/4f604872000064000513ae43/198x149.png,7,https://www.trustpilot.com/review/followbest.com
0,0,1,0,6,4.2,//s3-eu-west-1.amazonaws.com/tpd/logos/5f19a6f843b64a00011015e6/0x0.png,7,https://www.trustpilot.com/review/christianapostles.com
0,0,0,0,6,4.2,//s3-eu-west-1.amazonaws.com/tpd/logos/60f645777c00b4000138cde6/0x0.png,6,https://www.trustpilot.com/review/www.luxybit.com
16,0,0,3,69,4.2,//s3-eu-west-1.amazonaws.com/tpd/screenshots/6017691842c1850001d9ae23/198x149.png,88,https://www.trustpilot.com/review/mercle-paris.com
20,4,5,8,105,4.2,//s3-eu-west-1.amazonaws.com/tpd/logos/5d9f01094131710001d3a6a8/0x0.png,142,https://www.trustpilot.com/review/www.lavarijewelers.com
30,10,5,12,182,4.2,//s3-eu-west-1.amazonaws.com/tpd/logos/5fb47d2da6911f000189d3cf/0x0.png,239,https://www.trustpilot.com/review/www.ouferbodyjewelry.com
26,5,2,23,122,4.2,//s3-eu-west-1.amazonaws.com/tpd/logos/608b1c1019a0b00001961626/0x0.png,178,https://www.trustpilot.com/review/www.ohparislookbook.com
27,7,9,30,443,4.2,//s3-eu-west-1.amazonaws.com/tpd/logos/4fdb4dc30000640005168ae1/0x0.png,516,https://www.trustpilot.com/review/ritani.com
2,5,1,2,31,4.2,//s3-eu-west-1.amazonaws.com/tpd/logos/5c89726a4a34570001555557/0x0.png,41,https://www.trustpilot.com/review/hollywoodsensation.com
6,1,5,4,158,4.0,//s3-eu-west-1.amazonaws.com/tpd/logos/5b214fd891cc9400019d01f5/0x0.png,174,https://www.trustpilot.com/review/cleanorigin.com
335,140,180,334,1,924,4.2,//s3-eu-west-1.amazonaws.com/tpd/logos/5480ba7600006400057bf2e0/0x0.png,2,913,https://www.trustpilot.com/review/plugyourholes.com
14,2,2,7,69,4.2,//s3-eu-west-1.amazonaws.com/tpd/logos/5bd982a1486407000195c66a/0x0.png,94,https://www.trustpilot.com/review/jawajewelers.com
0,0,0,0,7,4.3,//s3-eu-west-1.amazonaws.com/tpd/logos/5005d1460000640005184b1e/0x0.png,7,https://www.trustpilot.com/review/amcordesign.com
0,0,0,0,7,4.3,//s3-eu-west-1.amazonaws.com/tpd/screenshots/519785740000640005341ba3/198x149.png,7,https://www.trustpilot.com/review/jewelrynest.com
5,1,2,3,33,4.2,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5c38f5a64388490001181cc6/198x149.png,44,https://www.trustpilot.com/review/paulamaxjewelry.com
239,57,60,117,694,4.1,//s3-eu-west-1.amazonaws.com/tpd/logos/5e04822f405a0d0001049d40/0x0.png,1,167,https://www.trustpilot.com/review/swetelove.com
14,2,4,5,86,4.1,//s3-eu-west-1.amazonaws.com/tpd/logos/5d50a217492f260001ff91af/0x0.png,111,https://www.trustpilot.com/review/minimalist-designs.com
287,134,189,315,1,876,4.1,//s3-eu-west-1.amazonaws.com/tpd/logos/5873f7f70000ff00059a7f43/0x0.png,2,801,https://www.trustpilot.com/review/jewlr.com
169,12,13,70,420,4.1,//s3-eu-west-1.amazonaws.com/tpd/logos/545236ed00006400057b3cd4/0x0.png,684,https://www.trustpilot.com/review/micollarconnombre.com
127,35,42,72,542,4.1,//s3-eu-west-1.amazonaws.com/tpd/logos/481735040000640005026518/0x0.png,818,https://www.trustpilot.com/review/www.netaya.com
51,4,8,15,186,4.1,//s3-eu-west-1.amazonaws.com/tpd/logos/56983f4e0000ff000587a1e3/0x0.png,264,https://www.trustpilot.com/review/frostnyc.com
43,7,11,36,314,4.1,//s3-eu-west-1.amazonaws.com/tpd/logos/4dc7f81700006400050fabe4/0x0.png,411,https://www.trustpilot.com/review/allurez.com
95,13,13,25,237,4.1,//s3-eu-west-1.amazonaws.com/tpd/logos/508fa85e00006400051de350/0x0.png,383,https://www.trustpilot.com/review/onecklace.com
0,0,0,1,5,4.2,//s3-eu-west-1.amazonaws.com/tpd/screenshots/48e8f2d2000064000503bca2/198x149.png,6,https://www.trustpilot.com/review/applesofgold.com
0,0,0,0,5,4.1,//s3-eu-west-1.amazonaws.com/tpd/logos/5fecb7d7f757bd0001ad82bd/0x0.png,5,https://www.trustpilot.com/review/gittelsonjewelers.com
0,0,0,0,7,4.1,//s3-eu-west-1.amazonaws.com/tpd/screenshots/604694b7856ba5000176f0ac/198x149.png,7,https://www.trustpilot.com/review/ingot-trading.co.uk
0,0,0,0,5,4.1,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/547f6f4800006400057becc7/198x149.png,5,https://www.trustpilot.com/review/www.magorijewelers.com
0,0,0,0,5,4.1,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5cc86c5347869900015056e2/198x149.png,5,https://www.trustpilot.com/review/www.weclarkandson.co.uk
0,0,0,1,5,4.1,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5c80606df229920001fc5f6d/198x149.png,6,https://www.trustpilot.com/review/staticejewelry.com
1,0,0,0,6,4.1,//s3-eu-west-1.amazonaws.com/tpd/logos/5de923615832070001af7751/0x0.png,7,https://www.trustpilot.com/review/snydrstraps.com
0,0,0,0,6,4.2,//s3-eu-west-1.amazonaws.com/tpd/logos/5ecec84197a5810001d5eaf9/0x0.png,6,https://www.trustpilot.com/review/southbaycoin.com
0,1,1,0,8,4.1,//s3-eu-west-1.amazonaws.com/tpd/logos/6172b8b87c8d9271cbf42c96/0x0.png,10,https://www.trustpilot.com/review/fentonglassjewelry.com
7,0,0,4,19,4.1,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5cd9bab74786990001510c0c/198x149.png,30,https://www.trustpilot.com/review/fragrancesnmore.com
1,2,1,2,28,4.1,//s3-eu-west-1.amazonaws.com/tpd/logos/5e9816c71a17ab000153bb12/0x0.png,34,https://www.trustpilot.com/review/geiana.com
1,0,0,2,10,4.2,//s3-eu-west-1.amazonaws.com/tpd/logos/613814785c312b001d940053/0x0.png,13,https://www.trustpilot.com/review/cardrare.com
0,0,0,0,5,4.1,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5d5e9dbfb3ae8d0001bad933/198x149.png,5,https://www.trustpilot.com/review/risted.com
0,0,0,0,4,4.0,//s3-eu-west-1.amazonaws.com/tpd/logos/5de58adebf1013000140ba8c/0x0.png,4,https://www.trustpilot.com/review/lujoure.com
657,73,56,121,1,008,4.0,//s3-eu-west-1.amazonaws.com/tpd/logos/5c1225cdda84340001559451/0x0.png,1,915,https://www.trustpilot.com/review/gnoce.co.uk
4,907,1,490,1,770,2,102,20,994,4.0,//s3-eu-west-1.amazonaws.com/tpd/logos/5c16801f16ae040001e0162d/0x0.png,31,263,https://www.trustpilot.com/review/puravidabracelets.com
73,14,14,23,202,4.0,//s3-eu-west-1.amazonaws.com/tpd/screenshots/47783f3e0000640005020bb0/198x149.png,326,https://www.trustpilot.com/review/www.bluenile.com
93,37,52,59,660,4.0,//s3-eu-west-1.amazonaws.com/tpd/logos/59b2b0ee0000ff0005aab4a2/0x0.png,901,https://www.trustpilot.com/review/urbanfusion.com
8,1,0,5,29,4.0,//s3-eu-west-1.amazonaws.com/tpd/logos/5e1c754ee283d90001cca4a5/0x0.png,43,https://www.trustpilot.com/review/blinglabel.com
1,0,0,0,10,4.0,//s3-eu-west-1.amazonaws.com/tpd/logos/5e4f4b62a9595c0001b59e25/0x0.png,11,https://www.trustpilot.com/review/jeweledlullaby.com
14,2,11,27,55,4.0,//s3-eu-west-1.amazonaws.com/tpd/screenshots/606b21e65e03cf00019e58db/198x149.png,109,https://www.trustpilot.com/review/kegura.com
0,0,0,1,5,4.0,//s3-eu-west-1.amazonaws.com/tpd/logos/5ec30790432d8a000148e71c/0x0.png,6,https://www.trustpilot.com/review/metro-jewelry.com
0,0,0,1,4,4.0,//s3-eu-west-1.amazonaws.com/tpd/logos/61b32d16f3bbf580275fc3ae/0x0.png,5,https://www.trustpilot.com/review/joycenamenecklace.com
24,10,7,12,267,4.0,//s3-eu-west-1.amazonaws.com/tpd/screenshots/54c661ca0000ff00057cfed5/198x149.png,320,https://www.trustpilot.com/review/truefacet.com
30,3,2,23,239,3.9,//s3-eu-west-1.amazonaws.com/tpd/logos/51a8f5ba000064000538b6dc/0x0.png,297,https://www.trustpilot.com/review/www.nataliediamonds.com
80,16,31,31,290,3.9,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5e54bfba2cd156000127e464/198x149.png,448,https://www.trustpilot.com/review/auratenewyork.com
