product_1_star,product_2_star,product_3_star,product_4_star,product_5_star,product_avg_rating,product_img,product_num_reviews,product_url,ID
3%,2%,4%,15%,76%,4.6,https://images-na.ssl-images-amazon.com/images/I/61z-rTknwVS.__AC_SX300_SY300_QL70_ML2_.jpg,"652",https://www.amazon.com/RORSOU-R10-Headphones-Microphone-Lightweight/dp/B094NC89P9,AMZN-103
3%,1%,5%,14%,77%,4.6,https://images-na.ssl-images-amazon.com/images/I/61VeRVLLlzL.__AC_SX300_SY300_QL70_ML2_.jpg,"631",https://www.amazon.com/LilGadgets-Connect-Headphones-SharePort-Children/dp/B076HDSDC3,AMZN-104
3%,2%,4%,12%,80%,4.6,https://images-na.ssl-images-amazon.com/images/I/91T-cgxqECL.__AC_SX300_SY300_QL70_ML2_.jpg,"841",https://www.amazon.com/BlueParrott-BPB-35020-Canceling-Headphones-Replacement/dp/B08849QVQY,AMZN-105
3%,1%,5%,16%,75%,4.6,https://images-na.ssl-images-amazon.com/images/I/718StRSEA1L.__AC_SX300_SY300_QL70_ML2_.jpg,"822",https://www.amazon.com/Skullcandy-Bluetooth-Wireless-Headphones-Rechargeable/dp/B01BPFGMZK,AMZN-106
4%,1%,4%,15%,76%,4.6,https://images-na.ssl-images-amazon.com/images/I/51aY9qPkbDL.__AC_SX300_SY300_QL70_ML2_.jpg,"909",https://www.amazon.com/KRK-Closed-Circumaural-Monitor-Headphones/dp/B004ARSMXQ,AMZN-107
2%,3%,7%,12%,76%,4.6,https://images-na.ssl-images-amazon.com/images/I/81jp3UBfO4L.__AC_SX300_SY300_QL70_ML2_.jpg,"971",https://www.amazon.com/eKids-Headphones-Adjustable-Tangle-Free-Children/dp/B07SKKZS6Y,AMZN-108
3%,3%,5%,14%,76%,4.6,https://images-na.ssl-images-amazon.com/images/I/719sPHEZ2PL.__AC_SX300_SY300_QL70_ML2_.jpg,"921",https://www.amazon.com/Tascam-TH-MX2-Closed-Back-Mixing-Headphones/dp/B00GBATPIG,AMZN-109
3%,2%,5%,15%,75%,4.6,https://images-na.ssl-images-amazon.com/images/I/61IFCQOlfBL.__AC_SX300_SY300_QL70_ML2_.jpg,"409",https://www.amazon.com/gorsun-Headphones-Children-Headsets-Retractable/dp/B08S7V3BNM,AMZN-110
2%,2%,7%,12%,77%,4.6,https://images-na.ssl-images-amazon.com/images/I/610upHSRfyS.__AC_SX300_SY300_QL70_ML2_.jpg,"444",https://www.amazon.com/Bluetooth-Headphones-Wireless-Playtime-Smartphones/dp/B08K3MMQFK,AMZN-111
1%,3%,6%,16%,74%,4.6,https://images-na.ssl-images-amazon.com/images/I/71Te6ZgpJJL.__AC_SX300_SY300_QL70_ML2_.jpg,"428",https://www.amazon.com/Bounty-Hunter-Detector-Binaural-Headphone/dp/B00HQ658SK,AMZN-112
4%,2%,4%,14%,76%,4.6,https://images-na.ssl-images-amazon.com/images/I/812GBX9JQQL.__AC_SX300_SY300_QL70_ML2_.jpg,"431",https://www.amazon.com/Bluetooth-Deegotech-Headphones-Microphone-Gifts-Black/dp/B08CY1FYYB,AMZN-113
4%,0%,0%,13%,83%,4.7,https://images-na.ssl-images-amazon.com/images/I/71NNxGypYuL.__AC_SX300_SY300_QL70_ML2_.jpg,"56",https://www.amazon.com/UA-Sport-Wireless-Project-Headphones/dp/B083Z7KCJR,AMZN-114
3%,3%,6%,12%,76%,4.6,https://images-na.ssl-images-amazon.com/images/I/61Y6MmNb9WL.__AC_SX300_SY300_QL70_ML2_.jpg,"442",https://www.amazon.com/HIFIMAN-Audiophiles-Comfortable-Fit-Register-Manufacturers/dp/B088T14XB8,AMZN-115
3%,2%,4%,15%,76%,4.6,https://images-na.ssl-images-amazon.com/images/I/51YOs0x5WkL.__AC_SX300_SY300_QL70_ML2_.jpg,"471",https://www.amazon.com/Sony-WH-H900N-Cancelling-Resolution-Headphones/dp/B075X9M9R4,AMZN-116
2%,2%,4%,15%,78%,4.6,https://images-na.ssl-images-amazon.com/images/I/81IRb2rhIML.__AC_SX300_SY300_QL70_ML2_.jpg,"476",https://www.amazon.com/Sony-WHXB900-Wireless-Cancelling-Headphones/dp/B07VGZQJXC,AMZN-117
3%,2%,3%,13%,78%,4.6,https://images-na.ssl-images-amazon.com/images/I/8182xOzfS2L.__AC_SX300_SY300_QL70_ML2_.jpg,"483",https://www.amazon.com/Sennheiser-HD-Over-Audiophile-Headphones/dp/B08J9MVB6W,AMZN-118
3%,2%,5%,14%,76%,4.6,https://images-na.ssl-images-amazon.com/images/I/61-EktatjwL.__AC_SX300_SY300_QL70_ML2_.jpg,"498",https://www.amazon.com/iClever-HS15-Kids-Headphones-Tangle-Free/dp/B07GLJMZN8,AMZN-119
3%,3%,5%,13%,76%,4.6,https://images-na.ssl-images-amazon.com/images/I/71dyR9RH2LS.__AC_SX300_SY300_QL70_ML2_.jpg,"486",https://www.amazon.com/Picun-Bluetooth-Headphones-Microphone-Multi-Function/dp/B092M1YLVH,AMZN-120
2%,3%,5%,9%,81%,4.6,https://images-na.ssl-images-amazon.com/images/I/71RhWeHVeLL.__AC_SX300_SY300_QL70_ML2_.jpg,"498",https://www.amazon.com/Charlxee-Headphones-Microphone-Adjustable-Headset-Purple/dp/B087N391LT,AMZN-121
2%,2%,7%,17%,72%,4.6,https://images-na.ssl-images-amazon.com/images/I/71yFi1m-QzL.__AC_SX300_SY300_QL70_ML2_.jpg,"397",https://www.amazon.com/Bluetooth-Wireless-Headphone-Upgraded-Suitable/dp/B07WDCJ3RK,AMZN-122
0%,3%,5%,10%,81%,4.7,https://images-na.ssl-images-amazon.com/images/I/91uynfLHkOL.__AC_SX300_SY300_QL70_ML2_.jpg,"49",https://www.amazon.com/Audio-Technica-Headphones-Full-Sized-Headphone-Blucoil/dp/B07RD8271K,AMZN-123
2%,0%,8%,4%,86%,4.7,https://images-na.ssl-images-amazon.com/images/I/41I9h0TbQtL.__AC_SX300_SY300_QL70_ML2_.jpg,"49",https://www.amazon.com/Audiovox-Wireless-Fold-Flat-Headphones-Batteries/dp/B009M7G9PM,AMZN-124
3%,3%,5%,12%,77%,4.6,https://images-na.ssl-images-amazon.com/images/I/61nDsRLm59L.__AC_SX300_SY300_QL70_ML2_.jpg,"237",https://www.amazon.com/Sennheiser-Flex-5000-Wireless-Headphone/dp/B06XYSRVR5,AMZN-125
1%,1%,8%,18%,72%,4.6,https://images-na.ssl-images-amazon.com/images/I/71qINM2HCUL.__AC_SX300_SY300_QL70_ML2_.jpg,"251",https://www.amazon.com/Upgraded-Bluetooth-Wireless-Headphones-Christmas/dp/B08KT8L9RZ,AMZN-126
3%,3%,0%,12%,81%,4.7,https://images-na.ssl-images-amazon.com/images/I/71N1aEzJoiL.__AC_SX300_SY300_QL70_ML2_.jpg,"50",https://www.amazon.com/Audio-Technica-ATH-M50XMO-Professional-Headphones-Metallic/dp/B09BZ32BRC,AMZN-127
3%,2%,4%,16%,74%,4.6,https://images-na.ssl-images-amazon.com/images/I/61vSOhE2w7L.__AC_SX300_SY300_QL70_ML2_.jpg,"260",https://www.amazon.com/JBL-Tune-660NC-Ear-Cancellation/dp/B08WNBYQC9,AMZN-128
3%,3%,6%,12%,76%,4.6,https://images-na.ssl-images-amazon.com/images/I/410qkYmCbjL.__AC_SX300_SY300_QL70_ML2_.jpg,"256",https://www.amazon.com/Bluetooth-Headphones-Rechargeable-Microphone-Detachable/dp/B07D41TX5F,AMZN-129
3%,4%,3%,12%,79%,4.6,https://images-na.ssl-images-amazon.com/images/I/81wy2MmdmfL.__AC_SX300_SY300_QL70_ML2_.jpg,"300",https://www.amazon.com/Philips-X2HR-Fidelio-Headphone-Black/dp/B06ZZXKZ25,AMZN-130
4%,2%,5%,10%,80%,4.6,https://images-na.ssl-images-amazon.com/images/I/71KaVH-IkBL.__AC_SY300_SX300_QL70_ML2_.jpg,"311",https://www.amazon.com/Beat-Kicks-Protective-Headphone-Regular/dp/B07PMFPRGZ,AMZN-131
2%,2%,6%,11%,80%,4.6,https://m.media-amazon.com/images/I/81+cQQOQSQL._AC_SY300_SX300_.jpg,"336",https://www.amazon.com/Over-Ear-Headphones-Adjustable-Closed-Back-Audiophiles/dp/B06XKJ2GK4,AMZN-132
3%,1%,4%,19%,73%,4.6,https://images-na.ssl-images-amazon.com/images/I/61HLHeghxkS.__AC_SX300_SY300_QL70_ML2_.jpg,"327",https://www.amazon.com/iClever-HS21-Headphones-Microphone-Extendable/dp/B08PV67DZL,AMZN-133
4%,2%,4%,10%,80%,4.6,https://images-na.ssl-images-amazon.com/images/I/71VibEQMdZL.__AC_SX300_SY300_QL70_ML2_.jpg,"362",https://www.amazon.com/Charlxee-Wireless-Headphones-Microphone-Children/dp/B08SQ3BWP2,AMZN-134
0%,4%,5%,14%,77%,4.6,https://images-na.ssl-images-amazon.com/images/I/61kHo3PAdaL.__AC_SX300_SY300_QL70_ML2_.jpg,"133",https://www.amazon.com/SIVGA-Classic-Zebrano-Over-Ear-Headphone/dp/B09CGNG6WP,AMZN-135
4%,2%,4%,11%,78%,4.6,https://images-na.ssl-images-amazon.com/images/I/51a7I0HbPJL.__AC_SX300_SY300_QL70_ML2_.jpg,"135",https://www.amazon.com/Aenllosi-Carrying-Beyerdynamic-Over-Ear-Headphones/dp/B07Y5LT16Q,AMZN-136
6%,1%,4%,3%,86%,4.6,https://images-na.ssl-images-amazon.com/images/I/71PEV0gryIL.__AC_SX300_SY300_QL70_ML2_.jpg,"137",https://www.amazon.com/Bluetooth-Headphones-Waterproof-Cancelling-Microphone/dp/B09JYNRS52,AMZN-137
0%,0%,5%,6%,89%,4.8,https://images-na.ssl-images-amazon.com/images/I/71dIdPm7O9L.__AC_SY300_SX300_QL70_ML2_.jpg,"26",https://www.amazon.com/eKids-Bluetooth-Headphones-Wireless-Microphone/dp/B09GD21695,AMZN-138
3%,2%,5%,17%,73%,4.6,https://images-na.ssl-images-amazon.com/images/I/91PCSE0BmOS.__AC_SX300_SY300_QL70_ML2_.jpg,"166",https://www.amazon.com/GRADO-SR80x-Prestige-Stereo-Headphones/dp/B091G75MKL,AMZN-139
0%,0%,7%,21%,73%,4.7,https://images-na.ssl-images-amazon.com/images/I/614JsvPgW7L.__AC_SY300_SX300_QL70_ML2_.jpg,"45",https://www.amazon.com/Califone-2800-BL-Listening-First-Headphones/dp/B00OA4THD8,AMZN-140
3%,1%,6%,14%,76%,4.6,https://images-na.ssl-images-amazon.com/images/I/61l47zSs4dL.__AC_SY300_SX300_QL70_ML2_.jpg,"162",https://www.amazon.com/Headphones-Adjustable-Headband-Tangle-Free-Childrens/dp/B07RZ9JFKT,AMZN-141
4%,1%,5%,7%,82%,4.6,https://images-na.ssl-images-amazon.com/images/I/81RnmDDYd3L.__AC_SX300_SY300_QL70_ML2_.jpg,"182",https://www.amazon.com/Pioneer-DJ-HDJ-X5BT-N-Headphones-Gold/dp/B07XW3B1Z9,AMZN-142
4%,1%,6%,14%,75%,4.6,https://images-na.ssl-images-amazon.com/images/I/81-PMGAEYML.__AC_SX300_SY300_QL70_ML2_.jpg,"191",https://www.amazon.com/eKids-Headphones-Adjustable-Tangle-Free-Childrens/dp/B088B67JTV,AMZN-143
0%,0%,0%,23%,77%,4.8,https://images-na.ssl-images-amazon.com/images/I/71lUoUwDNqS.__AC_SX300_SY300_QL70_ML2_.jpg,"27",https://www.amazon.com/Riwbox-Headphones-Wireless-Foldable-Bluetooth/dp/B08FC5R31M,AMZN-144
0%,5%,0%,0%,95%,4.8,https://images-na.ssl-images-amazon.com/images/I/71vif51AbfL.__AC_SX300_SY300_QL70_ML2_.jpg,"27",https://www.amazon.com/Bluetooth-Headphones-Waterproof-Cancelling-Earphones/dp/B09MVVW7GN,AMZN-145
4%,3%,4%,9%,80%,4.6,https://images-na.ssl-images-amazon.com/images/I/61mq3DocJ1L.__AC_SX300_SY300_QL70_ML2_.jpg,"174",https://www.amazon.com/Bose-Cancelling-Bluetooth-Headphones-Soapstone/dp/B084HP2PTN,AMZN-146
3%,3%,5%,7%,81%,4.6,https://images-na.ssl-images-amazon.com/images/I/71ieX9D-W8L.__AC_SX300_SY300_QL70_ML2_.jpg,"175",https://www.amazon.com/Vislla-Bluetooth-Headphones-Waterproof-Earphones/dp/B09GDXGT8D,AMZN-147
3%,3%,7%,11%,77%,4.6,https://images-na.ssl-images-amazon.com/images/I/31VtUJmAL5L.__AC_SY300_SX300_QL70_ML2_.jpg,"206",https://www.amazon.com/Hello-Bluetooth-Headphones-Microphone-Activation/dp/B076P474SS,AMZN-148
2%,3%,7%,12%,76%,4.6,https://images-na.ssl-images-amazon.com/images/I/81sYXaPeaSS.__AC_SX300_SY300_QL70_ML2_.jpg,"197",https://www.amazon.com/Headphones-Parental-Mandalorian-Toddlers-Children/dp/B08BQX54L6,AMZN-149
9%,0%,0%,2%,89%,4.6,https://images-na.ssl-images-amazon.com/images/I/71vkIcDetsL.__AC_SX300_SY300_QL70_ML2_.jpg,"77",https://www.amazon.com/Wireless-Bluetooth-Headphones-Earphones-Waterproof/dp/B09H429GTJ,AMZN-150
3%,0%,7%,13%,77%,4.6,https://images-na.ssl-images-amazon.com/images/I/41-DI4X6XAL.__AC_SY445_SX342_QL70_ML2_.jpg,"84",https://www.amazon.com/Beats-Solo%C2%B3-Wireless-Ear-Headphones/dp/B087431NYY,AMZN-151
5%,0%,6%,11%,78%,4.6,https://images-na.ssl-images-amazon.com/images/I/517EGsyLMlL.__AC_SX300_SY300_QL70_ML2_.jpg,"78",https://www.amazon.com/Headphone-Universal-Aluminum-Showing-Microsoft/dp/B08NPPK1PY,AMZN-152
3%,2%,4%,11%,80%,4.6,https://images-na.ssl-images-amazon.com/images/I/51XHStVq1JL.__AC_SY300_SX300_QL70_ML2_.jpg,"85",https://www.amazon.com/Heil-Sound-PROSET-3-Circumaural-Headphones/dp/B008D64IG0,AMZN-153
4%,0%,6%,17%,73%,4.6,https://images-na.ssl-images-amazon.com/images/I/81O3KJQp08L.__AC_SX300_SY300_QL70_ML2_.jpg,"79",https://www.amazon.com/Headphones-Limiting-Feature-Friendly-Listening/dp/B07FPPB5X7,AMZN-154
0%,0%,0%,0%,100%,5.0,https://images-na.ssl-images-amazon.com/images/I/81uFEoy8c5S.__AC_SX300_SY300_QL70_ML2_.jpg,"13",https://www.amazon.com/Headphones-Microphone-New-bee-Lightweight/dp/B097G8L8T7,AMZN-155
5%,3%,4%,7%,81%,4.6,https://images-na.ssl-images-amazon.com/images/I/71lKmUUztfL.__AC_SX300_SY300_QL70_ML2_.jpg,"102",https://www.amazon.com/HIFIMAN-Full-Size-Audiophile-Adjustable-Headphone/dp/B07K59HW9R,AMZN-156
2%,2%,7%,14%,74%,4.6,https://images-na.ssl-images-amazon.com/images/I/71a9ZU3SlPL.__AC_SX300_SY300_QL70_ML2_.jpg,"105",https://www.amazon.com/iClever-TransNova-Replaceable-Headphones-Microphone/dp/B08XV5B2KW,AMZN-157
5%,1%,0%,12%,81%,4.6,https://m.media-amazon.com/images/I/41JL+6bndFS._SX342_SY445_.jpg,"106",https://www.amazon.com/TUSITA-Magnetic-Compatible-AfterShokz-OpenComm/dp/B0972P2RHT,AMZN-158
1%,3%,9%,14%,73%,4.6,https://images-na.ssl-images-amazon.com/images/I/81kjozWXIeL.__AC_SY300_SX300_QL70_ML2_.jpg,"114",https://www.amazon.com/Headphones-Bluetooth-Fulext-Comfortable-Christmas/dp/B094VT6DBH,AMZN-159
4%,1%,5%,14%,76%,4.6,https://m.media-amazon.com/images/I/71t+nruFqTL._AC_SX300_SY300_.jpg,"106",https://www.amazon.com/eKids-Bluetooth-Headphones-Microphone-Merchandise/dp/B08Y5HS4ZH,AMZN-160
4%,2%,4%,15%,76%,4.6,https://m.media-amazon.com/images/I/61zwR++3OEL._AC_SY300_SX300_.jpg,"114",https://www.amazon.com/Beyerdynamic-Over-Ear-Studio-Headphones-Headphone/dp/B088C19X96,AMZN-161
2%,2%,7%,14%,75%,4.6,https://images-na.ssl-images-amazon.com/images/I/61jCOQDHtjL.__AC_SX300_SY300_QL70_ML2_.jpg,"120",https://www.amazon.com/Panasonic-RP-HT21-Lightweight-Headphones-Pack/dp/B01L0LPXYA,AMZN-162
3%,0%,6%,11%,80%,4.7,https://images-na.ssl-images-amazon.com/images/I/71nXYPyHoGL.__AC_SY300_SX300_QL70_ML2_.jpg,"42",https://www.amazon.com/Audeze-Headphone-Version-Creator-Package/dp/B08ZR34S9T,AMZN-163
3%,2%,4%,10%,81%,4.6,https://images-na.ssl-images-amazon.com/images/I/71OpGvsy0RL.__AC_SY300_SX300_QL70_ML2_.jpg,"128",https://www.amazon.com/Wireless-Headphones-DriveAudio-Highlander-2002-2018/dp/B071F8Z96F,AMZN-164
0%,0%,0%,21%,79%,4.8,https://images-na.ssl-images-amazon.com/images/I/61Z6K-K8KML.__AC_SX300_SY300_QL70_ML2_.jpg,"25",https://www.amazon.com/LORELEI-S9-Boys%EF%BC%8CFolding-Lightweight-Ipad%EF%BC%8CTablet/dp/B09G3D81QM,AMZN-165
4%,3%,7%,15%,71%,4.5,https://images-na.ssl-images-amazon.com/images/I/61r3c1RY6TL.__AC_SX300_SY300_QL70_ML2_.jpg,"10988",https://www.amazon.com/Picun-P26-Bluetooth-Headphones-Earphones/dp/B07D3PD31P,AMZN-166
4%,3%,7%,16%,70%,4.5,https://images-na.ssl-images-amazon.com/images/I/61Vue6u4-YS.__AC_SX300_SY300_QL70_ML2_.jpg,"10103",https://www.amazon.com/i39-Headphones-Microphone-Adjustable-Cellphones/dp/B07KQS84WH,AMZN-167
4%,2%,6%,13%,74%,4.5,https://images-na.ssl-images-amazon.com/images/I/613jq8kztUL.__AC_SX300_SY300_QL70_ML2_.jpg,"16584",https://www.amazon.com/Snug-Headphones-Limiting-Sharing-Unicorn/dp/B07S86ZG4B,AMZN-168
5%,3%,5%,11%,77%,4.5,https://images-na.ssl-images-amazon.com/images/I/51ntWa1Q0sL.__AC_SY300_SX300_QL70_ML2_.jpg,"20074",https://www.amazon.com/Bose-Cancelling-Wireless-Bluetooth-Headphones/dp/B07Q9MJKBV,AMZN-169
3%,2%,7%,16%,71%,4.5,https://images-na.ssl-images-amazon.com/images/I/71B8i95XxpL.__AC_SX300_SY300_QL70_ML2_.jpg,"28293",https://www.amazon.com/OneOdio-Headphone-Lightweight-Headphones-Monitoring/dp/B08BTFXHHN,AMZN-170
4%,3%,6%,13%,74%,4.5,https://images-na.ssl-images-amazon.com/images/I/613cZHO6IBL.__AC_SX300_SY300_QL70_ML2_.jpg,"14216",https://www.amazon.com/iClever-BoostCare-Headphones-Limited-Silicone/dp/B01JLURR2S,AMZN-171
4%,3%,7%,16%,71%,4.5,https://images-na.ssl-images-amazon.com/images/I/818p9H8LGNL.__AC_SX300_SY300_QL70_ML2_.jpg,"13740",https://www.amazon.com/OneOdio-Headphone-Lightweight-Headphones-Monitoring/dp/B07G748HKJ,AMZN-172
4%,2%,6%,16%,72%,4.5,https://images-na.ssl-images-amazon.com/images/I/81di9mF9OVL.__AC_SY300_SX300_QL70_ML2_.jpg,"16792",https://www.amazon.com/Sony-WH-CH510-Wireless-Headphones-WHCH510/dp/B07WSKKYPR,AMZN-173
0%,3%,6%,22%,69%,4.6,https://images-na.ssl-images-amazon.com/images/I/51jivNPE6TL.__AC_SY300_SX300_QL70_ML2_.jpg,"63",https://www.amazon.com/Sony-MDR-Z7M2-Headphones-Headphone-MDRZ7M2/dp/B07G7LZNTW,AMZN-174
0%,0%,0%,16%,84%,4.8,https://images-na.ssl-images-amazon.com/images/I/815ZgwYOs-L.__AC_SX300_SY300_QL70_ML2_.jpg,"21",https://www.amazon.com/Bluetooth-Headphones-Microphone-Boyfriend-Christmas/dp/B08H5H3WD2,AMZN-175
3%,2%,7%,16%,72%,4.5,https://images-na.ssl-images-amazon.com/images/I/71ZC0hq5mGL.__AC_SX300_SY300_QL70_ML2_.jpg,"72215",https://www.amazon.com/Sony-MDRZX110-BLK-Stereo-Headphones/dp/B00NJ2M33I,AMZN-176
6%,2%,3%,8%,81%,4.6,https://images-na.ssl-images-amazon.com/images/I/61cdHYevtEL.__AC_SX300_SY300_QL70_ML2_.jpg,"74",https://www.amazon.com/Sennheiser-Sealed-Headphone-HD-25/dp/B01AXUCC7A,AMZN-177
6%,0%,5%,9%,80%,4.6,https://images-na.ssl-images-amazon.com/images/I/51y4t4qDIkL.__AC_SX300_SY300_QL70_ML2_.jpg,"69",https://www.amazon.com/Tonies-Foldable-Wired-Headphones-Kids/dp/B093CMMCXV,AMZN-178
4%,2%,5%,12%,77%,4.6,https://images-na.ssl-images-amazon.com/images/I/61VEUsZ4W0L.__AC_SX300_SY300_QL70_ML2_.jpg,"76",https://www.amazon.com/Aenllosi-Carrying-Beyerdynamic-Over-Ear-Headphones/dp/B07Y5KK393,AMZN-179
3%,2%,7%,14%,74%,4.5,https://images-na.ssl-images-amazon.com/images/I/614uVUMf63L.__AC_SX300_SY300_QL70_ML2_.jpg,"10384",https://www.amazon.com/Headphones-Earphones-Isolating-Adjustable-SmartPhones/dp/B018ZICAJ2,AMZN-180
4%,3%,6%,12%,76%,4.5,https://images-na.ssl-images-amazon.com/images/I/61WQ35opIKL.__AC_SX300_SY300_QL70_ML2_.jpg,"4737",https://www.amazon.com/Headphones-Children-Adjustable-Headband-Tangle-Free/dp/B0816QQCPD,AMZN-181
2%,2%,7%,16%,72%,4.5,https://images-na.ssl-images-amazon.com/images/I/81OnmrlUepL.__AC_SY445_SX342_QL70_ML2_.jpg,"4433",https://www.amazon.com/Upgraded-Bluetooth-Headphones-Microphone-Christmas/dp/B07R51BMZC,AMZN-182
3%,2%,6%,17%,72%,4.5,https://images-na.ssl-images-amazon.com/images/I/81-5VFufp4L.__AC_SX300_SY300_QL70_ML2_.jpg,"5511",https://www.amazon.com/Sony-WH-CH700N-Canceling-Headphones-WHCH700N/dp/B079GPFLT1,AMZN-183
4%,2%,5%,13%,76%,4.5,https://images-na.ssl-images-amazon.com/images/I/71alHNNSjPL.__AC_SX300_SY300_QL70_ML2_.jpg,"6053",https://www.amazon.com/Headphones-Riwbox-Bluetooth-Limiting-Microphone/dp/B07HL1QJSZ,AMZN-184
3%,3%,5%,15%,74%,4.5,https://images-na.ssl-images-amazon.com/images/I/715nGARR9UL.__AC_SX300_SY300_QL70_ML2_.jpg,"4857",https://www.amazon.com/Samson-SR850-Semi-Open-Back-Reference-Headphones/dp/B002LBSEQS,AMZN-185
4%,3%,7%,17%,70%,4.5,https://images-na.ssl-images-amazon.com/images/I/71HE8lJEwmL.__AC_SX300_SY300_QL70_ML2_.jpg,"6071",https://www.amazon.com/Sony-MDR-ZX310AP-Headband-Stereo-Headset/dp/B00IKYI6FO,AMZN-186
4%,3%,7%,14%,72%,4.5,https://images-na.ssl-images-amazon.com/images/I/61pUluB8lTL.__AC_SX300_SY300_QL70_ML2_.jpg,"5775",https://www.amazon.com/Bluetooth-Headphones-WXY-Wireless-Lightweight/dp/B07SZ77ZDZ,AMZN-187
4%,3%,7%,15%,71%,4.5,https://images-na.ssl-images-amazon.com/images/I/718MgrOSLbL.__AC_SX300_SY300_QL70_ML2_.jpg,"7092",https://www.amazon.com/AILIHEN-Headphones-Foldable-Smartphone-Computer/dp/B076HQ2P2X,AMZN-188
3%,3%,7%,17%,69%,4.5,https://images-na.ssl-images-amazon.com/images/I/81SFIVqxUsL.__AC_SX300_SY300_QL70_ML2_.jpg,"7061",https://www.amazon.com/Headphone-Comfortable-Headphones-Shareport-Monitoring/dp/B07G74V1YP,AMZN-189
5%,3%,6%,14%,72%,4.5,https://images-na.ssl-images-amazon.com/images/I/617uzAU2LRL.__AC_SX300_SY300_QL70_ML2_.jpg,"7834",https://www.amazon.com/MIDOLA-Bluetooth-Wireless-Headphones-Cellphone/dp/B07DXP45Q7,AMZN-190
4%,3%,7%,16%,70%,4.5,https://m.media-amazon.com/images/I/71+60E2I7xL._AC_SY300_SX300_.jpg,"6987",https://www.amazon.com/JVC-HAS160B-Lightweight-Headband-Headphones/dp/B004JRYLG4,AMZN-191
4%,3%,7%,14%,72%,4.5,https://images-na.ssl-images-amazon.com/images/I/81fQmoyvOZL.__AC_SX300_SY300_QL70_ML2_.jpg,"8677",https://www.amazon.com/iJoy-Rechargeable-Wireless-Bluetooth-Headphones/dp/B01HDUTJC4,AMZN-192
4%,3%,6%,17%,70%,4.5,https://images-na.ssl-images-amazon.com/images/I/61zbE1FjIwL.__AC_SX300_SY300_QL70_ML2_.jpg,"7772",https://www.amazon.com/OneOdio-Wired-Over-Ear-Headphones/dp/B07WT15ZQF,AMZN-193
0%,0%,0%,10%,90%,4.9,https://images-na.ssl-images-amazon.com/images/I/81rsCX30pPS.__AC_SX300_SY300_QL70_ML2_.jpg,"15",https://www.amazon.com/Fulext-Headphones-Bluetooth-Wireless-Ultra-Thin/dp/B08KGJZ9KT,AMZN-194
4%,2%,6%,14%,73%,4.5,https://images-na.ssl-images-amazon.com/images/I/818zjncW69L.__AC_SX300_SY300_QL70_ML2_.jpg,"3172",https://www.amazon.com/Navly-Headphones-Bluetooth-Headband-Wireless/dp/B08SW2V6LG,AMZN-195
4%,3%,6%,15%,71%,4.5,https://images-na.ssl-images-amazon.com/images/I/612yzsgKUsL.__AC_SX300_SY300_QL70_ML2_.jpg,"3141",https://www.amazon.com/AKG-Pro-Audio-K72-CLOSED-BACK/dp/B01AYSNHVQ,AMZN-196
3%,5%,6%,15%,72%,4.5,https://images-na.ssl-images-amazon.com/images/I/61OnK6q6skL.__AC_SX300_SY300_QL70_ML2_.jpg,"3341",https://www.amazon.com/AKG-K52-Headphones/dp/B019EACGSU,AMZN-197
6%,3%,6%,12%,74%,4.5,https://images-na.ssl-images-amazon.com/images/I/61wvNRSOaqL.__AC_SX300_SY300_QL70_ML2_.jpg,"3562",https://www.amazon.com/Sony-XB950B1-Wireless-Headphones-Control/dp/B01N5UVZBP,AMZN-198
4%,2%,6%,11%,77%,4.5,https://images-na.ssl-images-amazon.com/images/I/71MPOhq29uL.__AC_SY300_SX300_QL70_ML2_.jpg,"3196",https://www.amazon.com/eKids-Headphones-Adjustable-Tangle-Free-MM-140-3Xv7/dp/B006XA7JY6,AMZN-199
4%,3%,5%,16%,72%,4.5,https://images-na.ssl-images-amazon.com/images/I/418kLMmZIYL.__AC_SX300_SY300_QL70_ML2_.jpg,"3372",https://www.amazon.com/Skullcandy-Bluetooth-Headphones-Microphone-Rechargeable/dp/B00WGMRD2S,AMZN-200
3%,2%,6%,14%,74%,4.5,https://images-na.ssl-images-amazon.com/images/I/41b8N0ZORmL.__AC_SY300_SX300_QL70_ML2_.jpg,"3512",https://www.amazon.com/Sony-Dynamic-Foldable-Headphones-MDR-ZX110-P/dp/B00HZD3UXY,AMZN-201
4%,4%,7%,11%,75%,4.5,https://images-na.ssl-images-amazon.com/images/I/61ssGNdb5kL.__AC_SX300_SY300_QL70_ML2_.jpg,"3550",https://www.amazon.com/Roland-RH-5-Monitor-Headphones/dp/B0030LLPFK,AMZN-202
3%,2%,5%,16%,73%,4.5,https://m.media-amazon.com/images/I/71tLy+xdwkL._AC_SY300_SX300_.jpg,"3582",https://www.amazon.com/OneOdio-Adapter-Free-Headphones-Monitoring-Isolation/dp/B01F59T4HU,AMZN-203
0%,3%,6%,18%,72%,4.6,https://m.media-amazon.com/images/I/51dYA+SEXUL._AC_SY300_SX300_.jpg,"59",https://www.amazon.com/JBL-E35-Signature-Headphones-Blue/dp/B01N7F2YTN,AMZN-204
4%,2%,5%,15%,75%,4.5,https://images-na.ssl-images-amazon.com/images/I/713nNpDyIhL.__AC_SX300_SY300_QL70_ML2_.jpg,"3501",https://www.amazon.com/iClever-HS19-Headphones-Microphone-Chromebooks/dp/B088Z22VYF,AMZN-205
