product_1_star,product_2_star,product_3_star,product_4_star,product_5_star,product_availability,product_avg_rating,product_category,product_img,product_name,product_sale_price,product_url
,,,,,In Stock.,,"Electronics,Headphones,On-Ear Headphones",,"Artix CL750 Foldable Noise Isolating On Ear Headphones Wired with Microphone and Volume Control, Stereo Head Phones Corded with Adjustable Headband for Computer, Laptop and Cell Phone (Turquoise/Gray)",,
